LI-8250,LI-8250,LI-8250,LI-8250,CHAMBER,CHAMBER,CHAMBER,CHAMBER,CHAMBER,LI-8250,LI-7820,LI-7820,LI-870,LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-870,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,FLUX_LI-7820,CHAMBER,CHAMBER
20250414,220051,104.917,1,1,1,39.6685,-75.7462,11.57,100.41,340.846,13.2455,457.158,12.3136,1.82057,0.202577,1.50508,0.988306,0,0.00216259,0.000362247,1016.38,457.158,11.4702,2,101,0.0830876,0.00925398,22.0782,0.0135577,0,0.00204075,0.0153102,341.451,340.846,-30.0341,7,101,0.277,12.9
20250414,220702,104.922,2,1,1,39.6685,-75.7462,11.87,100.416,341.39,13.6249,441.891,12.6638,1.53861,0.170636,1.87447,0.976901,0,0.00263709,1.70712e-07,1e+06,441.891,0.747414,10,101,0.00135754,0.000150702,1310.74,5.879e-05,0,0.00197531,1.50753e-10,1e+06,341.39,-1580.24,3,101,0.31,13.0677
20250414,221314,104.926,3,1,1,39.6685,-75.7462,12.09,100.404,341.978,13.7474,440.388,12.7819,2.09359,0.223099,1.74587,0.976756,0,0.00309361,0.00170745,571.051,440.388,5.51093,2,101,0.0170138,0.00181482,115.576,0.00750572,0,0.00209741,1.81544e-09,1e+06,341.978,93.5623,2,101,0.324701,13.1
20250414,221925,104.93,4,1,1,39.6685,-75.7462,11.97,100.395,341.681,13.8912,441.116,12.9246,0.970438,0.10553,3.72042,0.888188,0,0.00376312,1.05576e-07,1e+06,441.116,27.1252,10,101,0.0331079,0.00360382,56.0951,0.0260845,0,0.00202121,0.00238753,343.19,341.681,37.395,2,101,0.0457164,13.1
20250414,222536,104.934,5,1,1,39.6684,-75.7462,11.69,100.39,341.657,14.1665,472.282,13.2178,3.3721,0.359894,1.24445,0.994612,0,0.00233988,0.00164832,690.621,472.282,-8.75343,2,101,-0.0693807,-0.00741191,26.3966,0.0143711,0,0.00195491,0.0250881,341.362,341.657,22.1915,4,101,0.362,12.7
20250414,223147,104.939,6,1,1,39.6684,-75.7462,11.75,100.397,341.541,14.4312,488.682,13.4612,19.7526,2.14735,1.1393,0.987585,0,0.00891155,0.0197742,597.275,488.682,13.9888,4,101,-0.00914017,-0.000994629,189.801,0.00279627,0,0.00188779,2.91218e-06,0,341.541,201.15,4,101,0.332,12.7
20250414,223758,104.943,7,1,1,39.6684,-75.7462,11.69,100.388,341.336,14.4146,526.596,13.4206,2.07165,0.225169,1.58059,0.98597,0,0.00263777,0.000899412,776.947,526.596,40.3627,3,101,-0.00146657,-0.000159562,1210.77,6.89036e-05,0,0.00193194,4.67464e-07,0,341.336,240.593,3,101,0.337,13.1
20250414,224409,104.947,8,1,1,39.6684,-75.7462,11.91,100.406,341.772,14.5487,512.321,13.5753,4.50631,0.477162,1.26748,0.989809,0,0.00330991,0.00370151,641.231,512.321,-34.3671,5,101,-0.0131422,-0.00139296,132.85,0.00611257,0,0.00185049,2.57502e-05,287.676,341.772,41.786,4,101,0.209,13.7
20250414,230051,104.959,1,1,1,39.6685,-75.7462,12.12,100.427,343.7,14.0683,536.609,13.1285,2.05651,0.229419,1.54341,0.985699,0,0.00257251,0.000826661,814.134,536.609,-25.5845,3,101,0.0586583,0.00655,30.4753,0.0382334,0,0.00199492,0.00506566,344.993,343.7,-42.9602,3,101,0.277,12.7
20250414,230702,104.963,2,1,1,39.6685,-75.7463,12.06,100.45,344.173,14.1153,508.746,13.1247,1.94038,0.215372,2.12755,0.952587,0,0.00397248,0.00269323,588.713,508.746,-2.69145,2,101,0.00410976,0.000456619,428.537,0.000549732,0,0.00195678,4.56776e-10,1e+06,344.173,323.594,5,101,0.31,12.8
20250414,231314,104.968,3,1,1,39.6685,-75.7462,12.05,100.438,343.238,14.2282,500.65,13.2518,1.94058,0.206802,1.80124,0.979446,0,0.0030109,2.06905e-07,1e+06,500.65,-9.10497,10,101,0.0634872,0.00677232,28.1711,0.0868586,0,0.00190648,0.0012931,348.475,343.238,-11.4887,3,101,0.324701,12.8
20250414,231925,104.972,4,1,1,39.6685,-75.7462,12.07,100.431,342.771,14.178,482.623,13.1833,0.914761,0.0994919,3.27065,0.913437,0,0.00307821,9.95399e-08,1e+06,482.623,1.37104,10,101,0.0451225,0.0049126,40.8465,0.0470747,0,0.00200595,0.00085977,348.485,342.771,-6.32689,3,101,0.0583035,12.8274
20250414,232536,104.976,5,1,1,39.6685,-75.7462,11.92,100.414,342.289,14.4282,489.08,13.4418,3.13009,0.334319,1.34058,0.993151,0,0.0027406,0.000237722,1895.42,489.08,-7.72201,2,101,0.00309603,0.000331012,526.951,0.000363636,0,0.00174427,3.31125e-10,1e+06,342.289,446.286,6,101,0.362,12.5
20250414,233147,104.98,6,1,1,39.6685,-75.7462,11.91,100.393,342.023,14.5203,484.38,13.5476,10.3041,1.12095,1.21886,0.991903,0,0.00672518,0.0102034,594.24,484.38,26.2518,5,101,0.00217673,0.000237033,785.395,0.000163726,0,0.00186164,2.37114e-10,1e+06,342.023,-446.804,2,101,0.331701,12.6
20250414,233758,104.985,7,1,1,39.6685,-75.7462,11.98,100.395,342.287,14.6531,478.203,13.6672,3.2666,0.355474,1.33394,0.986724,0,0.00287436,0.00388068,569.804,478.203,-24.6323,5,101,0.00330711,0.000360242,533.019,0.000378862,0,0.00192015,0.000450186,343.087,342.287,0.475946,2,101,0.337,12.9
20250414,234409,104.989,8,1,1,39.6685,-75.7462,12.02,100.354,342.045,14.7104,490.818,13.7121,2.883,0.30557,1.38634,0.992185,0,0.00272568,3.0572e-07,1e+06,490.818,43.8325,10,101,-0.00199902,-0.000212092,863.179,0.000135559,0,0.00183073,6.20069e-07,0,342.045,394.442,4,101,0.21,13.5
